Internal ID,Vendor ID,SMILES,CollectionName,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG SOLUBILITY PH 6.8 (ug/mL),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),valid_structure,canonical_smiles,murcko_scaffold,is_fluorinated,fluorine_subgroup,fluoro_F_count,fluoro_has_fluorine,fluoro_F_fraction_heavy,fluoro_fluorinated_carbon_count,fluoro_max_F_per_carbon,fluoro_single_F_carbon_count,fluoro_CF2_carbon_count,fluoro_CF3_carbon_count,fluoro_CHF_carbon_count,fluoro_CH2F_carbon_count,fluoro_trifluoromethyl_count,fluoro_aryl_F_count,fluoro_alkyl_F_count,fluoro_vinyl_F_count,fluoro_ring_bound_F_count,fluoro_fluorinated_aromatic_ring_count,fluoro_aryl_CF3_count,fluoro_alpha_hetero_F_count,fluoro_beta_hetero_F_count,fluoro_F_within_2_bonds_hetero_count,fluoro_F_within_3_bonds_hetero_count,fluoro_F_to_hetero_min_distance,fluoro_F_to_hetero_mean_min_distance,fluoro_ortho_hetero_aromatic_F_count,fluoro_meta_hetero_aromatic_F_count,fluoro_para_hetero_aromatic_F_count,fluoro_F_atom_gasteiger_charge_mean,fluoro_F_atom_gasteiger_charge_min,fluoro_F_atom_gasteiger_charge_max,fluoro_CF_carbon_gasteiger_charge_mean,fluoro_CF_carbon_degree_mean,fluoro_CF_carbon_total_h_mean,fluoro_CF_bond_length_mean_A,fluoro_CF_bond_length_min_A,fluoro_CF_bond_length_max_A,fluoro_F_substituent_entropy,official_hlm_split,hash_hlm_split,scaffold_fold,hlm_left_censored,rlm_left_censored,paired_endpoint_available,log_clint_human_minus_rat,hlm_low_clearance
Mol38,93438921,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,emolecules,1.427680816,1.70375054,,0.039414119,-0.139063379,2.53699252,True,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]ccc23)cc1,1,aryl-F without CF3,1,1,0.027777777777777776,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3.0,3.0,0,0,0,-0.2046278545206521,-0.2046278545206521,-0.2046278545206521,0.14805808413735264,3.0,0.0,,,,-0.0,train,train,4,0,0,1,-1.109311704,1.0
Mol39,252308493,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,emolecules,0.675686709,0.534421785,1.548389418,0.969089603,1.240049772,1.027920136,True,C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,O=C(c1ccccc1)N1CCc2c(nnn2-c2ncccn2)C1,1,CF3-containing,4,1,0.13333333333333333,2,3,1,0,1,0,0,1,1,3,0,1,1,1,0,1,0,1,3.0,5.25,0,1,0,-0.17545050641249862,-0.20358495587674788,-0.1660723565910822,0.288397491713454,3.5,0.0,,,,0.8112781244591328,test,train,4,1,1,1,-0.35223342700000004,1.0
Mol40,32130783,COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,emolecules,0.876967967,1.780905646,0.774516966,-0.397940009,-0.742321425,2.012702277,True,COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,O=C(Nc1cc(-c2ccccc2)n[nH]1)c1cccc(N2CCNC2=O)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,0,0,1,-1.1357343099999997,1.0
Mol41,202119,Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,emolecules,2.57963614,0.285216624,1.399673721,-0.04431225,0.137354111,3.177817186,True,Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,O=C(c1ccccc1)N1CCCCC1c1ncncc1-c1ccccc1,1,CF3-containing,3,1,0.0967741935483871,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,7.0,7.0,0,0,0,-0.16613711125382136,-0.16613711125382136,-0.16613711125382136,0.4159312464055964,4.0,0.0,,,,-0.0,test,train,1,0,0,1,-0.5981810460000001,0.0
Mol42,110118917,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,emolecules,0.909876818,1.666140136,1.653212514,0.262925469,0.611935625,1.572453363,True,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-0.662576545,1.0
Mol43,207447,Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,emolecules,2.601584178,0.353495036,1.465382851,0.545801757,0.460897843,3.213226004,True,Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,c1ccc(-c2c[nH]nc2C2CCCN2Cc2ccc3ncccc3c2)cc1,1,aryl-F without CF3,1,1,0.03571428571428571,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5.0,5.0,0,0,0,-0.20632185233365272,-0.20632185233365272,-0.20632185233365272,0.13065048803169996,3.0,0.0,,,,-0.0,test,train,2,0,0,1,-0.611641826,0.0
Mol44,313516892,Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,emolecules,1.710749017,-0.170444289,1.527333397,1.122707254,1.207445854,3.329049083,True,Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,c1ccc(Cn2cc(-c3ccncn3)c3ccncc32)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.6183000660000002,0.0
Mol45,168892617,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,emolecules,0.675686709,0.559004282,1.247359422,0.868232868,0.593618308,1.409628842,True,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,O=c1cc(-c2cc3cnccn3n2)nc2ccc(C3CCNCC3)cn12,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,0,1,-0.733942133,1.0
Mol46,313548577,Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,emolecules,1.034949147,-0.290190042,1.522444234,0.328379603,0.696793085,1.847547983,True,Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,O=C1NCCn2c1cc1ccccc12,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.8125988359999998,1.0
Mol47,49863827,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,emolecules,1.543708051,1.322459871,1.601516784,0.956648579,0.846275242,2.012651661,True,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,c1ccc(Oc2ccc(-c3nn([C@@H]4CCCNC4)c4ncncc34)cc2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-0.46894360999999996,1.0
Mol48,53790787,Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,emolecules,2.121697694,0.850877323,1.51851394,0.926290987,1.114444172,3.158486128,True,Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,c1ccc(OCCNCc2nnc[nH]2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.036788434,0.0
Mol49,45816980,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,emolecules,1.021644036,0.979002017,1.559308011,0.866877814,0.685562611,1.848847759,True,COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,O=C(Nc1cccc(-c2cnc3n2CCC3)c1)c1cn[nH]c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.827203723,1.0
Mol50,89942308,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,emolecules,0.675686709,2.175835946,1.729974286,1.594922663,1.574609941,1.027920136,True,COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,c1ccc(Nc2ncnc(-c3ccccc3)n2)cc1,1,aryl-F without CF3,1,1,0.037037037037037035,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.0,4.0,0,0,0,-0.20686461952070076,-0.20686461952070076,-0.20686461952070076,0.12644518777518848,3.0,0.0,,,,-0.0,train,train,1,1,1,1,-0.35223342700000004,1.0
Mol51,48239418,Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,emolecules,1.878648159,-0.011565693,1.722633923,1.205461507,1.264227348,2.804398773,True,Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,c1cnc(NC2CCN(Cc3cncs3)CC2)cn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.925750614,0.0
Mol52,139133,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,emolecules,2.885344821,0.047746542,1.376576957,-0.293282218,-0.590066877,3.182090951,True,Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,O=C(c1cccs1)N1CCC(Cc2ccccc2-c2ccccc2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-0.2967461300000003,0.0
Mol53,89942282,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,emolecules,2.032792967,1.990864514,1.780317312,-0.204728421,-0.434152181,2.746011108,True,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,O=C(CN1CCN(c2ccc3ncc(Nc4nc(-c5ccccc5)cs4)n3c2)CC1)N1CCC1,1,aryl-F without CF3,1,1,0.023809523809523808,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20701174860164903,-0.20701174860164903,-0.20701174860164903,0.12275262342075252,3.0,0.0,,,,-0.0,train,train,0,0,0,1,-0.713218141,0.0
Mol54,28294753,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,emolecules,0.675686709,1.61368751,1.614833965,1.991815076,1.747124255,2.077589539,True,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,c1nc(N[C@@H]2CCCNC2)c2cc[nH]c2n1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,1,0,1,-1.4019028299999998,1.0
Mol55,139117,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,emolecules,2.596224212,1.237227531,1.924795996,0.902546779,1.265713811,3.377908999,True,CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,O=C(C1CCCO1)N1CCC(Cc2ccccc2-c2ccccc2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.7816847870000001,0.0
Mol56,202525,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,emolecules,1.609647759,2.027037834,1.761927838,0.596926814,0.549861188,2.808125186,True,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,O=C(c1ccccc1)N1CCCCC1c1ncncc1-c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.1984774269999998,1.0
Mol57,202527,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,emolecules,1.727004157,1.991058155,1.759667845,0.520483533,0.584331224,2.813429526,True,CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,O=C(c1ccccc1)N1CCCCC1c1ncncc1-c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.086425369,0.0
Mol58,31929526,O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,emolecules,0.675686709,0.468083204,1.710117365,1.543819805,1.433497815,1.387407625,True,O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,O=C1CN(c2ccc(Nc3ncccn3)cn2)CCN1,1,CF3-containing,3,1,0.125,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,3,0,3,3.0,3.0,0,0,0,-0.16452138229947835,-0.16452138229947835,-0.16452138229947835,0.4330386752426364,4.0,0.0,,,,-0.0,test,train,0,1,0,1,-0.711720916,1.0
Mol59,189638257,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,emolecules,0.675686709,0.854190841,1.84260924,1.851001366,1.801527189,1.573811169,True,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1,1,CF3-containing,3,1,0.10714285714285714,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,5.0,5.0,0,0,0,-0.1661232984282225,-0.1661232984282225,-0.1661232984282225,0.4162679241146968,4.0,0.0,,,,-0.0,train,train,2,1,0,1,-0.89812446,1.0
Mol60,189741166,Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,emolecules,0.777789187,0.925531892,1.793790385,1.78096503,1.950724994,1.442448411,True,Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1,1,aryl-F without CF3,1,1,0.038461538461538464,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20700148005930247,-0.20700148005930247,-0.20700148005930247,0.12299459344393765,3.0,0.0,,,,-0.0,train,train,2,0,0,1,-0.664659224,1.0
Mol61,49311027,O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,emolecules,0.675686709,0.649112619,1.645422269,1.876996793,1.868168158,1.968889034,True,O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-1.293202325,1.0
Mol62,1284751,C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,emolecules,1.561387637,0.117165561,1.718667735,1.188253327,0.718335579,3.278679765,True,C[C@@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@H](C)O1,O=C(CC(c1ccccc1)c1ccccc1)N1CCOCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-1.7172921280000002,1.0
Mol63,299989682,CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,emolecules,0.993700695,0.867508889,1.716837723,1.106122874,1.180842415,3.037733185,True,CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,c1ccc(C(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-2.04403249,1.0
Mol64,140075,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,emolecules,2.347780667,-0.000772,1.361727836,-0.1837587,0.008174184,3.158208351,True,CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,O=C(N1CCCC1)C1(Cc2ccc(-c3cccs3)cc2)CCNCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.810427684,0.0
Mol65,49901113,OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,emolecules,0.991226076,1.398610029,1.514149134,1.017826038,1.024690862,2.518683676,True,OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,c1ccc(CNc2cncc(-c3ccc4[nH]ncc4n3)c2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-1.5274576000000002,1.0
Mol66,200967,Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,emolecules,2.372418541,0.106454501,1.260071388,-0.083019953,0.021602716,3.077711934,True,Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,O=C(c1cncs1)N1CCCCC1c1ncncc1-c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.7052933929999998,0.0
Mol67,32236728,OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,emolecules,0.675686709,-0.280852879,1.62324929,1.390069186,1.484982782,2.476100913,True,OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,c1ccc(CN2CCCCC2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,0,1,-1.8004142039999997,1.0
Mol68,48337674,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,emolecules,1.633670406,0.087945428,1.710117365,0.13481437,0.624282096,2.335620355,True,CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,c1nc(N2CCNCC2)c2ccsc2n1,1,CF3-containing,3,1,0.125,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,3,0,3,3.0,3.0,0,0,0,-0.1631282832893141,-0.1631282832893141,-0.1631282832893141,0.4511539934219033,4.0,0.0,,,,-0.0,train,train,2,0,0,1,-0.7019499490000001,1.0
Mol69,180601629,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,emolecules,1.928436822,-0.607609727,0.69019608,0.505149978,0.571825249,2.691249517,True,COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,O=C(Nc1ccc2cc[nH]c2c1)c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,0,0,1,-0.762812695,0.0
Mol70,17268136,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,emolecules,3.096213889,0.12433539,1.824125834,-0.222573178,0.142389466,3.588207258,True,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-0.49199336900000024,0.0
Mol71,32449297,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,emolecules,2.24496946,0.130584805,1.653212514,0.595385981,0.594060901,3.293540435,True,COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,c1ccc(CN2CCC[C@H]3NC[C@H](c4ccccc4)[C@H]32)cc1,1,aryl-F without CF3,1,1,0.03571428571428571,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5.0,5.0,0,0,0,-0.20700078707044067,-0.20700078707044067,-0.20700078707044067,0.12303124110091199,3.0,0.0,,,,-0.0,train,test,2,0,0,1,-1.048570975,0.0
Mol72,324071118,Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,emolecules,0.675686709,1.77253534,1.372175286,0.741821047,0.966376423,1.719090867,True,Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,c1ccc(Nc2ncnc3sccc23)cc1,1,aryl-F without CF3,1,1,0.03225806451612903,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.0,4.0,0,0,0,-0.20686261881491114,-0.20686261881491114,-0.20686261881491114,0.12655473793786198,3.0,0.0,,,,-0.0,train,train,0,1,0,1,-1.043404158,1.0
Mol73,2066408,OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,emolecules,1.314330783,-0.14983847,1.620136055,1.368007805,1.394924244,3.346903123,True,OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(CN3CCCCC3)cc2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-2.03257234,1.0
Mol74,89942016,Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,emolecules,0.675686709,1.256879427,0.880813592,0.623352682,0.38219721,1.470307565,True,Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,O=C(NC1CN(C(=O)C2CC2)C1)c1cncc2nc(-c3ccccc3)ccc12,1,aryl-F without CF3,1,1,0.03333333333333333,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5.0,5.0,0,0,0,-0.2069879033610104,-0.2069879033610104,-0.2069879033610104,0.12338298844293616,3.0,0.0,,,,-0.0,train,train,1,1,0,1,-0.7946208559999999,1.0
Mol75,72973189,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,emolecules,1.281601444,1.329007553,1.11058971,1.199947058,1.241969612,1.617409267,True,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,c1cc(-c2ccc(OC3CCNCC3)nn2)ccc1-c1cn[nH]c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,0,0,1,-0.3358078229999999,1.0
Mol76,32234428,Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,emolecules,0.675686709,0.297621812,1.651278014,0.193402903,1.077985291,1.788882177,True,Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,c1ccc(-c2coc3ccc(-c4nnco4)cc23)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,3,1,0,1,-1.113195468,1.0
Mol77,202517,Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,emolecules,2.572128951,0.962266995,1.155336037,0.615318657,0.86254877,2.761852694,True,Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,O=C(c1cncs1)N1CCCCC1c1ncncc1-c1ccccc1,1,CF3-containing,3,1,0.0967741935483871,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,7.0,7.0,0,0,0,-0.16613711125382136,-0.16613711125382136,-0.16613711125382136,0.4159312464055964,4.0,0.0,,,,-0.0,train,train,1,0,0,1,-0.18972374300000006,0.0
Mol78,45636709,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,emolecules,0.713490543,-0.225885144,0.45484486,0.449015316,0.069298012,1.659098158,True,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.9456076149999999,1.0
Mol79,104447483,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,emolecules,2.186163547,0.497484847,0.662757832,0.526080692,0.630427875,2.9013079,True,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,O=C(CCNC(=O)c1ccccc1)N[C@@H]1CCCc2ccccc21,1,CF3-containing,3,1,0.10344827586206896,1,3,0,0,1,0,0,0,0,3,0,0,0,0,3,0,3,3,2.0,2.0,0,0,0,-0.13230717946185655,-0.13230717946185655,-0.13230717946185655,0.5725963035812246,4.0,0.0,,,,-0.0,train,train,0,0,0,1,-0.7151443529999999,0.0
Mol80,300003450,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,emolecules,1.074597045,0.645450703,1.780605306,1.892077899,1.844321821,2.014996993,True,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.940399948,1.0
